No,Username,Category,Is_Suspicious,Profile_URL
159,tidy_kitchen_tip,팁/노하우,정상,https://www.instagram.com/tidy_kitchen_tip/
160,coupang_holic_,커머스,정상,https://www.instagram.com/coupang_holic_/
161,homeon_pick,홈/리빙,정상,https://www.instagram.com/homeon_pick/
162,love_tem_10,아이템/꿀템,정상,https://www.instagram.com/love_tem_10/
163,honeybee_home_,홈/리빙,정상,https://www.instagram.com/honeybee_home_/
164,salim_island_,살림 전문,정상,https://www.instagram.com/salim_island_/
165,homeflex_daily,홈/리빙,정상,https://www.instagram.com/homeflex_daily/
166,momtip_1010,팁/노하우,정상,https://www.instagram.com/momtip_1010/
167,pick._.story,리뷰/추천,정상,https://www.instagram.com/pick._.story/
168,zzaltem_pick,아이템/꿀템,정상,https://www.instagram.com/zzaltem_pick/
169,tomorrowhome_,홈/리빙,정상,https://www.instagram.com/tomorrowhome_/
170,life_itemm,아이템/꿀템,정상,https://www.instagram.com/life_itemm/
171,gonggam_living,홈/리빙,정상,https://www.instagram.com/gonggam_living/
172,home_routine_tip,홈/리빙,정상,https://www.instagram.com/home_routine_tip/
173,salim_gurume,살림 전문,정상,https://www.instagram.com/salim_gurume/
174,littlehomejjin,홈/리빙,정상,https://www.instagram.com/littlehomejjin/
175,homeclass_tip,홈/리빙,정상,https://www.instagram.com/homeclass_tip/
176,smart_homemaker,홈/리빙,정상,https://www.instagram.com/smart_homemaker/
177,living_diaries_,홈/리빙,정상,https://www.instagram.com/living_diaries_/
178,salimjjin._.note,살림 전문,정상,https://www.instagram.com/salimjjin._.note/
179,ggumteul_home,홈/리빙,정상,https://www.instagram.com/ggumteul_home/
180,tip_housekeeper,홈/리빙,정상,https://www.instagram.com/tip_housekeeper/
181,zzang_item_pick,아이템/꿀템,정상,https://www.instagram.com/zzang_item_pick/
182,salim._.daily,살림 전문,정상,https://www.instagram.com/salim._.daily/
183,ziptemholic,홈/리빙,정상,https://www.instagram.com/ziptemholic/
184,coupang_ggultem,아이템/꿀템,정상,https://www.instagram.com/coupang_ggultem/
185,happy_housewife_,홈/리빙,정상,https://www.instagram.com/happy_housewife_/
186,homeliving._.story,홈/리빙,정상,https://www.instagram.com/homeliving._.story/
187,homepick99,홈/리빙,정상,https://www.instagram.com/homepick99/
188,good_hometem,홈/리빙,정상,https://www.instagram.com/good_hometem/
189,small_day01,리뷰/추천,정상,https://www.instagram.com/small_day01/
190,homemoa_pick,홈/리빙,정상,https://www.instagram.com/homemoa_pick/
191,salimtov_,살림 전문,정상,https://www.instagram.com/salimtov_/
192,hastemi7,아이템/꿀템,정상,https://www.instagram.com/hastemi7/
193,dalbit_salim,살림 전문,정상,https://www.instagram.com/dalbit_salim/
194,shopbox.official,리뷰/추천,정상,https://www.instagram.com/shopbox.official/
195,saemmul3260,개인/일반,정상,https://www.instagram.com/saemmul3260/
196,home_duckhu,홈/리빙,정상,https://www.instagram.com/home_duckhu/
197,summer_y.s,개인/일반,정상,https://www.instagram.com/summer_y.s/
198,this_that_item,아이템/꿀템,정상,https://www.instagram.com/this_that_item/
199,salimnanda_official,살림 전문,정상,https://www.instagram.com/salimnanda_official/
200,hot_item_agency,아이템/꿀템,정상,https://www.instagram.com/hot_item_agency/
201,pick_77777,리뷰/추천,의심,https://www.instagram.com/pick_77777/
202,mislgom,개인/일반,정상,https://www.instagram.com/mislgom/
203,sallim__toktok,살림 전문,정상,https://www.instagram.com/sallim__toktok/
204,sosohomeggu,홈/리빙,정상,https://www.instagram.com/sosohomeggu/
205,life_peak7,개인/일반,정상,https://www.instagram.com/life_peak7/
206,home_pick_guide,홈/리빙,정상,https://www.instagram.com/home_pick_guide/
207,boxdrum24,개인/일반,정상,https://www.instagram.com/boxdrum24/
208,axiraworld1,개인/일반,정상,https://www.instagram.com/axiraworld1/
209,shopping_drr,리뷰/추천,정상,https://www.instagram.com/shopping_drr/
